EP-0234368-A1	19870902	Turmaufbau für Hochspannungsanlagen.	SIEMENS AG	WAEDT GUENTER,JAHN HERBERT
EP-1444336-A1	20040811	SULFATASEN UND IHRE VERWENDUNG	DEGUSSA	RIERMEIER THOMAS,POGOREVC MATEJA,FABER KURT
EP-1422418-A1	20040526	Kraftstoffeinspritzventil für Brennkraftmaschinen	BOSCH GMBH ROBERT	STOECKLEIN WOLFGANG,SCHMIEDER DIETMAR,RAPP HOLGER
EP-1237753-A1	20020911	INDUKTIVER ÜBERTRAGER UND EIN VERFAHREN ZU DESSEN HERSTELLUNG	BOSCH GMBH ROBERT	KAZMIERCZAK HARALD
EP-0842542-A1	19980520	MODULATIONSDOTIERTER FELDEFFEKTTRANSISTOR MIT KOMPOSITIONSMODULIERTER BARRIERENSTRUKTUR	FRAUNHOFER GES FORSCHUNG	BACHEM KARL-HEINZ,EASTMAN LESTER F
EP-0544266-A1	19930602	Verfahren zur Herstellung von Bismaleinimid-Derivaten.	LONZA AG	VOELKER THEODOR DR,HARDT PETER DR
EP-0053238-A1	19820609	Dienstintegriertes digitales Übertragungssystem.	ANT NACHRICHTENTECH	RAUTH ERICH ING GRAD,SCHMACK HANS-JURGEN ING GRAD
EP-1523363-A1	20050420	VORRICHTUNG UND VERFAHREN ZUR AUFBEREITUNG EINES INSUFFLATIONSGASES	STORZ ENDOSKOP PRODUKTIONS GMB	DIEMUNSCH PIERRE
EP-0748402-A1	19961218	VERFAHREN ZUR HERSTELLUNG EINES SCHUSSGARNS AUS POLYESTER FÜR REIFENKORDGEWEBE	SCHWEIZERISCHE VISCOSE	SCHAFFNER PAUL,FISCHER KLAUS
EP-0377807-A1	19900718	Phosphatfreies,flüssiges Waschmittel mit hoher Alkalität.	HENKEL KGAA	TRABITZSCH UWE DR
EP-1506141-A1	20050216	VERFAHREN UND VORRICHTUNG ZUR HERSTELLUNG EINER ANTIREFLEXBESCHICHTUNG, ANTIREFLEXBESCHICHTUNG SOWIE ANTIREFLEXBESCHICHTETES SUBSTRAT	INTERFLOAT CORP	WALHEIM STEFAN,STEPS JUERGEN,HOLZBECHER MARTIN
EP-1116156-A1	20010718	VORRICHTUNG ZUR ELEKTRISCHEN KONTAKTIERUNG DER KONTAKTFLÄCHEN EINER AUF EINER HORIZONTALEN AUFLAGEFLÄCHE AUFLIEGENDEN CHIPKARTE	ORGA KARTENSYSTEME GMBH	OHLERT BERND
EP-0929845-A1	19990721	INTELLIGENTE STEUER- UND REGELEINRICHTUNG	PS AUTOMATION GMBH FUER GES AN	SCHMIDHUBER MAX
EP-1012108-A1	20000628	DOPPELROHRSPRÜHSYSTEM	LANG APPARATEBAU GMBH	WURMER ADRIAN
EP-0562245-A1	19930929	Markise.	MHZ SONNENSCHUTZTECH GMBH	BODENTIEN ALFRED,EGER HEINZ
EP-1412957-A1	20040428	SCHALTGERÄT MIT EINHEITLICHEM SCHALTERBAUSTEIN	SIEMENS AG	NIEBLER LUDWIG,MUELLER ROLF,HARTINGER PETER,MERZ STEFAN,ROGERS JOE,BAUER MARKUS
EP-1100455-A1	20010523	KOSMETISCHE UND DERMATOLOGISCHE ZUBEREITUNGEN MIT EINEM WIRKSAMEN GEHALT AN GALLENSÄUREN, IHREN SALZEN UND/ODER IHREN DERIVATEN	BEIERSDORF AG	SCHREINER VOLKER,LANZENDOERFER GHITA
EP-0775732-A1	19970528	Faserreaktive Farbstoffe, ihre Herstellung und Verwendung	CIBA GEIGY	REICHERT HANS
EP-1454638-A1	20040908	Desinfektionsmittelkonzentrate auf Basis quaternärer Ammoniumverbindungen sowie die Verwendung derselben zur chemothermischen Instrumentenaufbereitung	BODE CHEMIE GMBH & CO	BLOSS RICHARD,FEHLING THOMAS,KNIELER ROLAND DR
EP-0995689-A1	20000426	Wiederverschliessbare, quaderförmige Faltschachtel mit Aufhänger	BEIERSDORF AG	SCHULTZ GUENTHER
EP-1609654-A1	20051228	Drehmomentübertragungseinrichtung	LUK LAMELLEN & KUPPLUNGSBAU	AGNER IVO
EP-0497158-A1	19920805	Pharmazeutischer Kaugummi mit Acetylsalicylsäure.	BAYER AG	MAASZ JOACHIM DR,VALERI THOMAS DR,HAEUSLER FRANZ DR
EP-1671806-A1	20060621	Tiefdruckwerkzeug	HUECK FOLIEN GMBH & CO KG	GREITZKE ALEXANDER,REICH PETER,REIL ANDREAS
EP-0196490-A1	19861008	Gelenkwellen-Gelenkkopf-Anordnung und Verfahren zu deren Fertigung.	IVECO MAGIRUS	PESZT GEORG
EP-0782696-A1	19970709	ANORDNUNG ZUR BEFESTIGUNG EINER LÄNGENMESSEINRICHTUNG	ZEISS CARL JENA GMBH	BOEGE LUDWIG,FREITAG HANS-JOACHIM
EP-0854008-A1	19980722	Halter für ein Werkzeug	CHIRON WERKE GMBH	GRUND PETER DR-ING,SCHWEIZER ANTON DIPL-ING
EP-1100598-A1	20010523	LANGLAUFSKI	FISCHER GMBH	HUBINGER JOHANN,PIEBER ALOIS
EP-0576394-A1	19931229	Schwingungs- und schalldämpfendes elastisches Verbindungselement.	ALUSUISSE LONZA SERVICES AG	WERNLI MARKUS,RITZL ANTAL
EP-1454063-A1	20040908	FÖRDERPUMPE	KREYENBORG VERWALTUNGEN	HENNINGSEN DIRK,GILLERT GEORG
EP-1341669-A1	20030910	LACKIERVORRICHTUNG FÜR EINE ROTATIONSDRUCKMASCHINE	ROLAND MAN DRUCKMASCH	WALTHER THOMAS,SCHOELZIG JUERGEN,ROTHER MICHAEL
EP-0512281-A1	19921111	Konnektor für einen Behälter für pharmazeutische Lösungen.	SCHIWA GMBH	RYCYK MANFRED,WESSELER MATTHIAS,RAHIMY ISMAEL
EP-0520201-A1	19921230	Kolben-Zylindereinheit zur Atemgasförderung als Zylinderkondensator für die Hubstreckenmessung.	DRAEGERWERK AG	DAUTZENBERG BRIGITTE,DITTMANN RALF
EP-0154277-A1	19850911	Antriebsvorrichtung für eine mit einem sich drehenden Werkzeug ausgerüstete Maschine, besonders für eine Sägemaschine.	IMET SPA	ARNOLDI MAURIZIO,BELTRAMI CARLO BENVENUTO
EP-1291081-A1	20030312	Verfahren zur Herstellung von Pyrrol und Pyridin	BASF AG	HOEHN ARTHUR DR,KRAMER ANDREAS DR,HENKES ERHARD DR,SCHAEFER MARTIN DR,BOETTCHER ARND DR,KACZMAREK REINHARD DR
EP-0217082-A1	19870408	Bauelementeträger und Verfahren zur Herstellung eines Bauelements mit einem solchen Bauelementeträger.	SIEMENS AG	WISSINGER HANS,RICHTER HANS-JUERGEN DIPL-ING,RUSCH HELMUT DR RER NAT,WAITL GUENTER ING GRAD,HAMPEL HANS-JOACHIM DIPL-ING,SEIDL ALOIS,FRANCIS LEE,HARRASSER HANSJOERG ING GRAD
EP-1772259-A1	20070411	Spinnvlies-Filmlaminat	LINOTEC DEV GMBH	EHRENFRIED GRUBER,KLAUSEN THOMAS DR,ZIRKLER WOLFRAM
EP-0087760-A1	19830907	Verfahren zum Abgeben von Zusatzinformationen in Verbindung mit über eine Datenvermittlungsstelle zu übertragenden Nachrichtensignalen.	SIEMENS AG	TORGGLER NORBERT DIPL-ING,FRANZ DIETMAR ING GRAD
EP-1393640-A1	20040303	Verfahren und Einrichtung zum Zusammenstellen von Gruppen von Filtersegmenten	HAUNI MASCHINENBAU AG	JAHNKE MATTHIAS,RINKE ANDREAS,HORN SOENKE,MEYER RALF
EP-0654980-A1	19950531	REINIGUNGSWERKZEUG UND ELEKTRISCH BETRIEBENES ZAHNREINIGUNGSGERÄT.	BRAUN AG	BOLAND BERNHARD,HILFINGER PETER,SCHWARZ-HARTMANN ARMIN,HACZEK WERNER
EP-0858178-A1	19980812	Verfahren und Vorrichtung zum Mischen von digitalen Audio-Signalen		
EP-0903473-A1	19990324	Dieselmotor und Verfahren zum Betreiben eines solchen	WAERTSILAE NSD SCHWEIZ AG	SCHERRER HANS,KELLER WALTER
EP-1047955-A1	20001102	VERFAHREN UND VORRICHTUNG ZUR ERMITTLUNG VON MESSZEITRÄUMEN FÜR DIE VERMESSUNG VON VON SICHTHINDERNISSEN ZUMINDEST TEILWEISE UMGEBENEN PUNKTEN MITTELS SATELLITEN	LOHMAR FRANZ JOSEF	LOHMAR FRANZ JOSEF
EP-0414685-A1	19910306	ROHRLEITERVERBINDUNG ZWISCHEN EINER METALLGEKAPSELTEN, DRUCKGASISOLIERTEN HOCHSPANNUNGSSCHALTANLAGE UND EINEM TRANSFORMATOR.	SIEMENS AG	LORENZ DIETER,HAARHUIS JUERGEN
EP-0541119-A1	19930512	Steuervorrichtung für die Datenübermittlung zwischen einem digitalen Fernsprechnetz und einem prozessorbestückten Endgerät.	SEDLBAUER AKTIENGESELLSCHAFT	STEINER HANS,KLEE VOLKMAR DR
EP-1915898-A1	20080430	Vorrichtung zum Ernten von Oliven und anderen auf Bäumen und Sträuchern wachsenden Früchten	HUETTICH HANS	HUETTICH HANS
EP-1306111-A1	20030502	Bodenhalterung für Stangen, insbesondere Schilaufkippstangen	TIEFENTHALER MANFRED	TIEFENTHALER MANFRED
EP-0720691-A1	19960710	VENTILNADEL FÜR EIN ELEKTROMAGNETISCH BETÄTIGBARES VENTIL UND VERFAHREN ZUR HERSTELLUNG	BOSCH GMBH ROBERT	REITER FERDINAND,DORSCH LUDWIG,SEFZ WERNER
EP-1382383-A1	20040121	Strukturierte Katalysator-Schüttung	BASF AG	SUNDERMANN ANDREAS,STORCK SEBASTIAN DR,STICHERT WOLFRAM DR,SCHUNK STEPHAN A DR,KLEIN JENS,DEMUTH DIRK DR,HIBST HARTMUT PROF DR
EP-1322855-A1	20030702	GEHÄUSE ZUR AUFNAHME EINES LUFTFILTERELEMENTS	AUDI NSU AUTO UNION AG	ZIEGLER RALF,ERLEWEIN PETER,BANSCHER WOLFGANG,MARCHART UDO
EP-1129053-A1	20010905	VERFAHREN ZUR HERSTELLUNG VON PHASENSTABILISIERTEM AMMONIUMNITRAT	FRAUNHOFER GES FORSCHUNG	HEINISCH HERBERT,ENGEL WALTER
EP-1583633-A1	20051012	VERFAHREN UND VORRICHTUNG ZUM LASERBOHREN UNTER EINER PROZESSGASATMOSPHÄRE	BOSCH GMBH ROBERT	CALLIES GERT,WILLERT MARKUS,OSSWALD KAI
EP-1521892-A1	20050413	VERRIEGELUNGSVORRICHTUNG FÜR HAUSHALTGERÄTE	BSH BOSCH SIEMENS HAUSGERAETE	WATZKA GERHARD,HUBER PETER,SCHESSL BERND
EP-1617252-A1	20060118	Lichtrastermikroskop mit punktförmiger Lichtquellenverteilung und Verwendung	ZEISS CARL JENA GMBH	ZIMMERMANN BERNHARD,WOLLESCHENSKY RALF,ENGELMANN RALF,FUNK JOERG-MICHAEL,WILHELM STEFAN
EP-0961672-A1	19991208	FEINSCHRAUBENDREHER	WERNER HERMANN WERA WERKE	STRAUCH MARTIN,AMTENBRINK KLAUS
EP-1453290-A1	20040901	Verfahren und Vorrichtung zum automatischen Erzeugen von Abzügen fotografischer, digitaler Bilddaten	AGFA GEVAERT AG	HENRY CHRISTOPHE,KOLB SEBALD,WEIN PETER,HENSEL DIETMAR,KRAEMER ULLRICH,KEMMATHER BERND,SIEBENHANDL MICHAEL
EP-0859297-A1	19980819	Elektronische Steuerung für Haushaltsgeräte	BOSCH SIEMENS HAUSGERAETE	BEIFUSS WOLFGANG DIPL-ING,PLANKL MANFRED DIPL-ING,SCHNEIDER RALF DIPL-ING FH
EP-0485564-A1	19920520	VORRICHTUNG ZUR ENTNAHME VON KÖRPERFLÜSSIGKEITEN.	AVL MEDICAL INSTR AG	KLEINHAPPL ERICH,LIST HELMUT,SKRABAL FALKO
EP-1208943-A1	20020529	Verfahren zum Profilieren und Schärfen einer metallisch gebundenen Schleifscheibe und Vorrichtung zur Durführung des Verfahrens	AGATHON AG MASCHF	SCHOEPF MARTIN,BOCCADORO MARCO
EP-0806449-A1	19971112	Polymercompounds und ihre Verwendung für die Vulkanisation halogenhaltiger Kautschuke	BAYER AG	MUSCH RUEDIGER DR,SCHUBART RUEDIGER DR
EP-0402831-A1	19901219	Verfahren zur Führung des Temperaturverlaufes an Lötstellen beim Laserlöten.	SIEMENS AG	KOCH VOLKER-EKKEHART DR-ING,DIEGELMANN MICHAEL DR
EP-0583785-A1	19940223	Auslaufarmatur mit Näherungssensor.	LEPEL BARBARA	KURTZ BENNO,SCHRECK ROMAN
EP-0276444-A1	19880803	Schliesseinrichtung mit grosser Schliesskombinationsanzahl.	SCHULTE SCHLAGBAUM AG	EISERMANN ARMIN
EP-1833757-A1	20070919	VERFAHREN UND VORRICHTUNG ZUR HERSTELLUNG VON H2 UND CO ENTHALTENDEM SYNTHESEGAS	LURGI AG	MATEOS QUEIRUGA DANIEL,WOLF ULRICH
EP-0925085-A1	19990630	GERÄT ZUR BEREITSTELLUNG EINES ATEMGASES	EPAZON B V	LACHMANN BURKHARD,RAJAN N GOVINDA
EP-0718132-A1	19960626	Raumheizung eines Nutzfahrzeuges in Unterflur-Bauweise	EBERSPAECHER J	HINTENNACH HANS,HINTENNACH MARKUS
EP-0605764-A1	19940713	Instrument zum Implantieren und Extrahieren von Stents.	WOLF GMBH RICHARD	HECKELE HELMUT
EP-1216353-A1	20020626	VORBEHANDLUNGSVERFAHREN FÜR EINEN ELEKTRO-MECHANISCHEN WANDLER	SIEMENS AG	ZUMSTRULL CLAUS
EP-0501107-A1	19920902	Messerkopf, insbesondere für Schälmaschinen.	HETRAN MASCHINEN VERTRIEBS GMB	SCHWERDFEGER HEINZ
EP-1467394-A1	20041013	Elektromagnetisches Relais	SONG CHUAN EUROPA GMBH	PFENNING HANS,WU STEVE SUNG-JEN
EP-0705079-A1	19960410	ZAHNWURZELKANALAUFBEREITUNGSINSTRUMENT	VER DENTALWERKE ANTAEOS	ZDARSKY EDUARD
EP-0772937-A1	19970514	VERFAHREN ZUM VERBINDUNGSAUFBAU UND ZUM STEUERN DER BILDTELEFONKOMMUNIKATION	SIEMENS AG	SEBESTYEN ISTVAN
EP-0390883-A1	19901010	HÜFTGELENKSPROTHESE UND IHRE VERWENDUNG.	DRAENERT KLAUS	DRAENERT KLAUS DR MED
EP-1149300-A1	20011031	VORRICHTUNG UND VERFAHREN ZUR BESTIMMUNG EINES MAGNETFELDES	BOSCH GMBH ROBERT	MARX KLAUS,KITTEL HARTMUT
EP-1438220-A1	20040721	PUMPENANSTEUERUNG IN EINER ELEKTROHYDRAULISCHEN BREMSANLAGE	BOSCH GMBH ROBERT	ADAMSKI DIRK,WOLL PETER,HACHTEL JUERGEN
EP-0820256-A1	19980128	KUPPLUNG FÜR ROHRSCHAFTINSTRUMENTE	STORZ KARL GMBH & CO	DITTRICH HORST,BACHER UWE,SAUER MICHAEL
EP-1063251-A1	20001227	Verfahren zur Herstellung Uretdiongruppen aufweisender Polyadditionsverbindungen	BAYER AG	LAAS HANS-JOSEF DR,FREUDENBERG ULRICH DR,FISCHER KONRAD DR,MEIER-WESTHUES HANS-ULRICH DR,WILMES OSWALD DR,ULLRICH MARTIN
EP-1720950-A1	20061115	AUFZEICHNUNGSFLÜSSIGKEITEN	BASF AG	KLUGE MICHAEL,SCHOMBER RALF,SEIDL CLARISSA,HEES ULRIKE,FREYBERG DIETER
EP-1388215-A1	20040211	MEHRTEILNEHMER-DETEKTION MITTELS RAKE-EMPFÄNGER-STRUKTUR	INFINEON TECHNOLOGIES AG	SCHNEIDER MICHAEL,PLECHINGER JOERG,KELLA TIDEYA,RUPRICH THOMAS,JUNG PETER
EP-0742594-A1	19961113	Hochtemperatur Supraleiter-Normalleiter-Supraleiter-(HTSL-SNS-) Kontakt, Verfahren zu seiner Herstellung sowie seiner Verwendung	KERNFORSCHUNGSANLAGE JUELICH	SIEGEL MICHAEL DR,BODE MICHAEL DR
EP-0554652-A1	19930811	Schnitteinpassungsabdichtung an Paketen mit gekürzten Längsklappen.	GRASSNER WILLI	GRASSNER WILLI
EP-0685440-A1	19951206	Schichtverbund mit Aminosilan-Haftmittelschicht und zweite Haftmittelschicht, die Fluorpolymeres mit Epoxidharz enthält.	METALLGESELLSCHAFT AG	HENSS PETER,MAI SVEN
EP-1302228-A1	20030416	Filtrationseinheit	FILTROX AG	GANS ULRICH,SCHIESS VALENTIN
EP-0363514-A1	19900418	Verfahren zum Ansteuern von Drehstromverbrauchern durch sinusbewertete Pulsweitenmodulation.	SIEMENS AG	WETZEL KLAUS ING GRAD
EP-0491339-A1	19920624	Verfahren und Vorrichtung zur Rückgewinnung von Lösungsmitteln.	AIR PROD GMBH	HERMANNS PETER DR RER NAT,HERMANNS KLAUS DR RER NAT,KARTHAUS MICHAEL DIPL-ING
EP-1628120-A1	20060222	Verfahren und Prüfanordnung zur Dichtigkeitsmessung	BAYER GMBH MASCHINENFABRIK	BAYER WERNER
EP-0792992-A1	19970903	Nachrüstzarge für Türen	NIEMANN HANS DIETER	BUDICH ANDREAS,KRAEMER STEPHAN,NIENMANN HANS DIETER,LENZEN JOSEF
EP-0439636-A1	19910807	Verfahren zur Herstellung von kohlensauren Salzen von Alkalimetallen.	KALI CHEMIE AG	BOSSE JOCHEN,MUSALL REIMAR,HARTMANN ULRICH
EP-1780159-A1	20070502	Bedienfeld für einen Aufzug und Aufzug mit einem solchen Bedienfeld	INVENTIO AG	LIEBETRAU CHRISTOPH
EP-1642925-A1	20060405	Hochkonzentrierte und feindispergierte Additivmasterbatches in Granulatform	GRAFE COLOR BATCH GMBH	GRAFE MICHAEL,GRAFE MATTHIAS
EP-1042755-A1	20001011	SIEBDRUCKPASTE ZUR HERSTELLUNG ELEKTRISCH LEITFÄHIGER BESCHICHTUNGEN	BAYER AG	GUNTERMANN UDO,JONAS FRIEDRICH
EP-0644874-A1	19950329	COPOLYMERISIERBARE OXIMETHER UND DIESE ENTHALTENDE COPOLYMERISATE.	BASF AG	BOTT KASPAR,GOETZ NORBERT,AYDIN ORAL,BAUER GERHARD
EP-1878674-A1	20080116	Kettenglied für eine umlaufende Transportkette einer Werkzeugmaschine, sowie Doppelendprofiler mit aus solchen Kettengliedern gebildeten Führungsketten	HOMAG HOLZBEARBEITUNGSSYSTEME	RATHGEBER PETER,GAUSS ACHIM
EP-1652410-A1	20060503	VERWENDUNG EINER SCHICHT AUS HYDROPHOBEN, LINEAR ODER ZWEIDIMENSIONAL POLYZYKLISCHEN AROMATEN ALS SPERRSCHICHT ODER KAPSELUNG UND MIT EINER DERARTIGEN SCHICHT AUFGEBAUTE ELEKTRISCHE BAUELEMENTE MIT ORGANISCHEN POLYMEREN	UNIV BRAUNSCHWEIG TECH	JOHANNES HANS-HERMANN,BECKER EIKE,DOBBERTIN THOMAS,KOWALSKY WOLFGANG
EP-0120881-A1	19841010	STREUSTRAHLUNGS-RAUCHDETEKTOR.	CERBERUS AG	PFISTER GUSTAV,GUTTINGER HANNES
EP-1892384-A1	20080227	Diffusor für eine Dampfturbine	SIEMENS AG	BECKER SASCHA DR
EP-0662864-A1	19950719	VERFAHREN UND VORRICHTUNG ZUM SCHEUERN UND MAHLVORBEREITEN VON GETREIDE.	BUEHLER AG	MUELLER ROMAN
EP-0977647-A1	20000209	VERFAHREN UND VORRICHTUNG ZUR ERFASSUNG DER ARBEITSSPANNUNG AN SCHWEISSSTROMQUELLEN	KUKA SCHWEISSANLAGEN GMBH	HERRICH JOERG
EP-0718170-A1	19960626	Fahrwerk für Schienenfahrzeuge	SIEMENS AG	PFANNSCHMIDT BERND DIPL-ING FH
EP-0385452-A1	19900905	Carbonsäureamide, die mit Magnesiumionen lipophile Komplexe bilden, Verfahren zur Herstellung der lipophilen Magnesiumkomplexe und ionenselektive Teile.	MOELLER WILLI AG	RUSTERHOLZ BRUNO,SIMON WILHELM,ROUILLY MARIZEL VERONIQUE
EP-1791645-A1	20070606	VERFAHREN ZUM KALTGASSPRITZEN UND KALTGASSPRITZPISTOLE MIT ERHÖHTER VERWEILDAUER DES PULVERS IM GASSTRAHL	LINDE AG	STOLTENHOFF THORSTEN,SCHMIDT TOBIAS,KREYE HEINRICH,HEINRICH PETER,GAERTNER FRANK
EP-1380514-A1	20040114	Dekoration eines verformbaren Behälters	NOVOCAN AG	HAGMANN JAKOB
EP-0535542-A1	19930407	Vorrichtung zum passgenauen Aufbringen und Befestigen zahnmedizinischer Passkörper.	SIEMENS AG	ROULET JEAN FRANCOIS DR,EHMEN GEROLD DIPL-ING,NOACK MICHAEL G DR,BEERSTECHER LUTZ DIPL-ING
EP-0096826-A1	19831228	Verfahren zur Herstellung einer Fliessmittelpackung.	TETRA PAK DEV	REIL WILHELM
EP-1485868-A1	20041215	ELEKTROFOTOGRAFISCHES VERFAHREN UND DRUCKSYSTEM ZUM ERZEUGEN EINES DRUCKBILDES	OCE PRINTING SYSTEMS GMBH	PETSCHIK BENNO
EP-1277431-A1	20030122	Haushaltgerät mit einer einstellbaren Flüssigkeitsverteilungseinrichtung und Verfahren zu deren Kontrolle	ELECTROLUX HOME PROD CORP	KOHLES KARLHEINZ,STEINER WINFRIED,FUEGLEIN STEFAN,FORST KLAUS-MARTIN,VOGEL JUERGEN
EP-1385578-A1	20040204	VERWENDUNG VON RUTINEN UND AESCINEN ZUR BEHANDLUNG AURIKULÄRER DURCHBLUTUNGSSTÖRUNGEN	BRENCH AG	GAURI KAILASH KUMAR
EP-0252244-A1	19880113	Verfahren zur Herstellung von Vinyldiphosphonsäure und ihren Salzen.	BENCKISER KNAPSACK GMBH	KLEEMANN STEPHAN DR,EHRET WERNER
EP-0977822-A1	20000209	VERFAHREN ZUR HERSTELLUNG POLYMERISIERBARER FLÜSSIGKRISTALLINER VERBINDUNGEN	BASF AG	SIEMENSMEYER KARL,SCHUHMACHER PETER,ETZBACH KARL-HEINZ,MEYER FRANK
EP-0716783-A1	19960619	VERSTÄRKERSTUFE MIT EINER DB-LINEAREN AUSGANGSSPANNUNG	THOMSON BRANDT GMBH	RIEGER MARTIN,ROTH SABINE
EP-1597295-A1	20051123	EINKOMPONENTEN-BESCHICHTUNGSSYSTEME	BAYER MATERIALSCIENCE AG	FELLER THOMAS,MEIXNER JUERGEN,MELCHIORS MARTIN,RISCHE THORSTEN,NAUJOKS KARIN
EP-0642976-A1	19950315	Verpackungsmaschine.	4 P EMBALLAGES FRANCE	VERCHERE BERNARD
EP-0358118-A1	19900314	Phenylamide - Verfahren zu ihrer Herstellung sowie diese Verbindungen enthaltende Arzneimittel.	BOEHRINGER MANNHEIM GMBH	BOEHM ERWIN DR MED,ZILCH HARALD DR RER NAT,VON DER SAAL WOLFGANG DR RER N,MERTENS ALFRED DR RER NAT
EP-1060515-A1	20001220	VERFAHREN ZUR HERSTELLUNG EINER ELEKTRISCH PROGRAMMIERBAREN SPEICHERZELLENANORDNUNG	INFINEON TECHNOLOGIES AG	HOFMANN FRANZ,WILLER JOSEF
EP-0801700-A1	19971022	VERWENDUNG WEISSGETÖNTER KUNSTSTOFFE ZUM WEISSTÖNEN VON PAPIERSTREICHMASSEN UND DERART WEISSGETÖNTE PAPIERSTREICHMASSEN	BAYER AG	KOENIG JOACHIM,KOECHER MATTHIAS,WENDEROTH ECKHARD,ECKSTEIN UDO,PUCHNER FRITZ,VOGT UWE,FELDHUES ULRICH
EP-1854525-A1	20071114	Filtervorrichtung	GRUNDFOS MANAGEMENT AS	RASMUSSEN CHRISTIAN,BELDRING FINN
EP-1430778-A1	20040623	Verfahren und Vorrichtung zum Entfernen einer einen Gegenstand umschliessenden Hülle	FREIBERGER LEBENSMITTEL GMBH &	GRADEWALD REINHOLD,DOLSKI EBERHARD
EP-1050748-A1	20001108	Dehnungsmesstreifen-Aufnehmer	HBM MESS UND SYSTEMTECHNIK GMB	KREUZER MANFRED
EP-0528303-A1	19930224	Formkörper zur Bekämpfung von Schädlingen.	BAYER AG	SIEVEKING HANS-ULRICH DR,VOEGE HERBERT DR,STENDEL WILHELM DR
EP-0716923-A1	19960619	Vorrichtung zur Versorgung eines Druckmaschinenfarbwerks mit Farbe	BVS GMBH	ARENS HANS
EP-1376502-A1	20040102	Objektschutz-Einrichtung	SIEMENS BUILDING TECH AG	RECHSTEINER MARTIN DR,SCHMID BRIGITT DR,LANGE WALTER
EP-0472668-A1	19920304	VERFAHREN ZUR ERMITTLUNG DES FAHRBAHNOBERFLÄCHENZUSTANDES.	TZN FORSCHUNG & ENTWICKLUNG	SCHMITT KLEMENS,SCHAUBE WALTER
EP-0257021-A1	19880302	STREUMITTEL UND VERFAHREN ZU SEINER HERSTELLUNG.	GATTYS TECH	BOGUSLAWSKI ZBIGNIEW,GATTYS FRANZ JOSEF
EP-0526500-A1	19930210	VERFAHREN ZUR SCHNITTQUALITÄTSERFASSUNG EINER SCHNEIDMASCHINE FÜR PAPIER, PAPPE ODER DERGLEICHEN SOWIE SCHNEIDMASCHINE.	AM WOHLENBERG GMBH	SCHMITZ GERD,BOKAEMPER CLAUS,PFEIFFER OLAF,HEIDENREICH ARNOLD
EP-1227976-A1	20020807	GLEICHGEWICHTSGESTEUERTES FLUGZEUG	SOLER BIANCA	WACKER MARKUS,SOLER BIANCA
EP-0858849-A1	19980819	Spannvorrichtung für Innenhochdruckumformwerkzeug	ANTON BAUER WERKZEUG UND MASCH	BIELING PETER DR
EP-0911628-A1	19990428	Sensor zur Wassergehaltsbestimmung	GSF FORSCHUNGSZENTRUM UMWELT	RUTH BERNHARD DR
EP-0433751-A1	19910626	Vorrichtung zur Begrenzung von Einkaufswagenreihen.	FUCHS PETER	FUCHS PETER
EP-0753680-A1	19970115	Verbindungsstelle	MAPAL FAB PRAEZISION	
EP-0614904-A1	19940914	Verfahren zur Herstellung von Isopropylidenderivaten von Sacchariden.	BOEHRINGER INGELHEIM INT	KLINGLER FRANZ DIETRICH DR DR-,SOBOTTA RAINER DR DIPL-CHEM
EP-1315921-A1	20030604	ANFAHREINHEIT	VOITH TURBO KG	NITSCHE MARTIN,BECKE MARTIN
EP-1143785-A1	20011017	VERFAHREN ZUM HERVORRUFEN ODER FÖRDERN EINER ANTHOCYANFÄRBUNG IN GRUNDSÄTZLICH ANTHOCYAN-BILDENDEN PFLANZEN UND/ODER FRÜCHTEN	SCHERER GUENTHER	SCHERER GUENTHER
EP-1872142-A1	20080102	KALIBRIERVORRICHTUNG UND KALIBRIERVERFAHREN ZUM ABGLEICH EINES RICHTKOPPLER-MESSSYSTEMS	ROHDE & SCHWARZ	KAEHS BERNHARD
EP-0593963-A1	19940427	Verfahren zum Herstellen eines Druckerzeugnisses.	WINTER DRUCKERZEUGNISSE GMBH	WINTER SIEGFRIED
EP-0330099-A1	19890830	Faltbare Schattier-, Wärmedämm- und/oder Verdunklungsbahn.	HEESCHER FELIX GMBH	HEESCHER FELIX
EP-1734306-A1	20061220	Brenner zur vormischartigen Verbrennung	ALSTOM TECHNOLOGY LTD	MAJED TOQAN,ADNAN EROGLU
EP-0527121-A1	19930210	Getriebe zum Antrieb eines Gelenkes insbesondere eines Industrieroboters.	IGM ROBOTERSYSTEME AKTIENGESEL	ZAMPA ERICH
EP-1851692-A1	20071107	TRANSPONDER-FADEN SOWIE SEINE VERWENDUNG	TEXTILMA AG	SPEICH FRANCISCO
EP-0842764-A1	19980520	Presspolster, bestehend aus einem textilen Garn	RHEINISCHE FILZTUCHFABRIK GMBH	HENNECKEN BRUNO,ESPE ROLF
EP-0406527-A1	19910109	Vorrichtung zum Antrieb zweier Ölpumpen an einer Hubkolben-Brennkraftmaschine.	PORSCHE AG	AMPFERER HERBERT DIPL-ING FH
EP-0391168-A1	19901010	Verwendung von N-Alkyl-lactamen als Kristallisationsinhibitoren.	BAYER AG	HORSTMANN HEINZ-OTTO DR,REIZLEIN KARL DR,ENGELHARDT ULRICH,WIRTH WOLFGANG DR,WANGERMANN KLAUS DR,SINGER ROLF-JUERGEN DR
